IDs,"metNames",chebi,kegg,mean,max,min,concs
YMDB00002,"L-Glutamine",CHEBI:18050,C00064,11546.6666666667,19111,2000,17140 +/- 1971 uM; 2500 +/- 500 uM; 15000 +/- 0 uM
YMDB00008,"Trehalose",CHEBI:16551,C01083,24290,33812,14768,24290 +/- 9522 uM
YMDB00011,"D-Fructose 2,6-bisphosphate",CHEBI:28602,C00665,942.5,1900,359,1200 +/- 200 uM; 360 +/- 1 uM; 510 +/- 20 uM; 1700 +/- 200 uM
YMDB00016,"Glycine",CHEBI:15428,C00037,4904.08333333333,15000,493,3279 +/- 65 uM; 1093 +/- 22 uM; 2869 +/- 57 uM; 1366 +/- 27 uM; 3142 +/- 63 uM; 7241 +/- 145 uM; 3006 +/- 60 uM; 4782 +/- 96 uM; 1291 +/- 65 uM; 780 +/- 287 uM; 15000 +/- 0 uM; 15000 +/- 0 uM
YMDB00020,"Sodium",CHEBI:29101,C01330,1740,1977,1503,1740 +/- 237 uM; 1740 +/- 0 uM
YMDB00022,"Acetaldehyde",CHEBI:15343,C00084,9080,9080,9080,9080 +/- 0 uM
YMDB00023,"3&#39;,5&#39;-cyclic AMP",CHEBI:17489,C00575,1.35616666666667,6,0.025,0.04 +/- 0.0 uM; 0.0285 +/- 0.0035 uM; 4 +/- 2 uM
YMDB00035,"L-methionine (R)-S-oxide",CHEBI:49032,C15653,93,98,88,93 +/- 5 uM
YMDB00037,"Pyridoxine",CHEBI:16709,C00314,3,3,3,3 +/- 0 uM; 3 +/- 0 uM
YMDB00038,"L-Isoleucine",CHEBI:17191,C00407,1605.5,6300,153,938 +/- 19 uM; 156 +/- 3 uM; 235 +/- 5 uM; 156 +/- 3 uM; 626 +/- 12 uM; 4535 +/- 91 uM; 1173 +/- 23 uM; 6177 +/- 123 uM; 1359 +/- 68 uM; 700 +/- 67 uM
YMDB00056,"Acetic acid",CHEBI:15366,C00033,22137.5,35000,2000,25775 +/- 1289 uM; 18500 +/- 16500 uM
YMDB00057,"Oxidized glutathione",CHEBI:17858,C00127,94,98,90,94 +/- 4 uM
YMDB00058,"Adenosine",CHEBI:16335,C00212,307,322,292,307 +/- 15 uM
YMDB00060,"Citrulline",CHEBI:16349,C00327,3500,5000,2000,5000 +/- 0 uM; 2000 +/- 0 uM
YMDB00073,"Glycerol 3-phosphate",CHEBI:15978,C00093,0,0,0,0.0 +/- 0.0 uM
YMDB00078,"Fructose 6-phosphate",CHEBI:15946,C00085,270.8,680,60,400 +/- 30 uM; 650 +/- 30 uM; 94 +/- 13 uM; 90 +/- 30 uM; 120 +/- 50 uM
YMDB00086,"Citric acid",CHEBI:30769,C00158,3887.14285714286,23000,200,2400 +/- 100 uM; 13500 +/- 9500 uM; 700 +/- 0 uM; 5200 +/- 500 uM; 210 +/- 10 uM; 1500 +/- 400 uM; 3700 +/- 700 uM
YMDB00097,"Adenosine monophosphate",CHEBI:16027,C00020,266.875,900,80,200 +/- 20 uM; 600 +/- 300 uM; 250 +/- 170 uM; 235 +/- 65 uM; 190 +/- 20 uM; 140 +/- 50 uM; 200 +/- 90 uM; 320 +/- 50 uM
YMDB00108,"Fructose 1,6-bisphosphate",CHEBI:16905,,1597.5,7000,20,90 +/- 70 uM; 3800 +/- 3200 uM; 50 +/- 0 uM; 3500 +/- 1000 uM; 1700 +/- 10 uM; 410 +/- 70 uM; 530 +/- 130 uM; 2700 +/- 600 uM
YMDB00109,"Adenosine triphosphate",CHEBI:15422,C00002,1928.57142857143,4400,900,2800 +/- 320 uM; 2650 +/- 1750 uM; 1250 +/- 150 uM; 1900 +/- 100 uM; 1800 +/- 100 uM; 1600 +/- 300 uM; 1500 +/- 200 uM
YMDB00110,"NAD",CHEBI:15846,C00003,1125,1600,800,950 +/- 150 uM; 1300 +/- 300 uM
YMDB00112,"L-Serine",CHEBI:17115,C00065,2412.4,5873,287,3123 +/- 62 uM; 1073 +/- 21 uM; 488 +/- 10 uM; 293 +/- 6 uM; 1952 +/- 39 uM; 5758 +/- 115 uM; 2147 +/- 43 uM; 5172 +/- 104 uM; 1828 +/- 91 uM; 2290 +/- 577 uM
YMDB00115,"D-Glyceraldehyde 3-phosphate",CHEBI:29052,C00118,73,113,42,46 +/- 4 uM; 100 +/- 13 uM
YMDB00126,"L-Tryptophan",CHEBI:16828,C00078,345.5,474,170,451 +/- 23 uM; 240 +/- 70 uM
YMDB00127,"Uridine",CHEBI:16704,C00299,553,614,492,553 +/- 61 uM
YMDB00132,"Putrescine",CHEBI:17148,C00134,74,78,70,74 +/- 4 uM
YMDB00143,"NADH",CHEBI:16908,C00004,461.25,1800,70,70 +/- 0 uM; 250 +/- 0 uM; 500 +/- 0 uM; 1025 +/- 775 uM
YMDB00152,"L-Valine",CHEBI:16414,C00183,1872.6,4274,515,2276 +/- 46 uM; 1839 +/- 37 uM; 788 +/- 16 uM; 876 +/- 18 uM; 525 +/- 10 uM; 2802 +/- 56 uM; 1226 +/- 24 uM; 2014 +/- 40 uM; 2770 +/- 139 uM; 3610 +/- 664 uM
YMDB00153,"Oxoglutaric acid",CHEBI:30915,C00026,2236.66666666667,6000,10,410 +/- 195 uM; 5500 +/- 500 uM; 1300 +/- 0 uM; 10 +/- 0 uM; 2500 +/- 2300 uM; 5000 +/- 200 uM; 210 +/- 10 uM; 1500 +/- 400 uM; 3700 +/- 700 uM
YMDB00154,"L-Alanine",CHEBI:16977,C00041,12647.9166666667,25000,6087,15426 +/- 308 uM; 18995 +/- 380 uM; 7253 +/- 145 uM; 13699 +/- 274 uM; 9325 +/- 186 uM; 18995 +/- 380 uM; 6677 +/- 134 uM; 12778 +/- 255 uM; 6407 +/- 320 uM; 16220 +/- 3082 uM; 10000 +/- 0 uM; 16000 +/- 9000 uM
YMDB00160,"Glutathione",CHEBI:16856,C00051,1234,2154,59,355 +/- 296 uM; 2113 +/- 41 uM
YMDB00175,"Pyruvic acid",CHEBI:32816,C00022,1774.44444444444,10000,60,3390 +/- 540 uM; 3380 +/- 169 uM; 130 +/- 0 uM; 140 +/- 80 uM; 5250 +/- 4750 uM; 1600 +/- 10 uM; 440 +/- 40 uM; 340 +/- 110 uM; 1300 +/- 300 uM
YMDB00194,"Iron(3+)",CHEBI:29034,C14819,43,82,3,4 +/- 1 uM; 82 +/- 0 uM
YMDB00203,"(R)-Pantothenic acid",CHEBI:46905,C00864,1.5,3,1,2 +/- 1 uM; 1 +/- 0 uM
YMDB00207,"Copper(2+)",CHEBI:29036,C00070,0.01,0.01,0.01,0.01 +/- 0.0 uM
YMDB00214,"L-Threonine",CHEBI:16857,C00188,2001.7,4303,591,4219 +/- 84 uM; 2067 +/- 41 uM; 775 +/- 15 uM; 603 +/- 12 uM; 2841 +/- 57 uM; 1206 +/- 24 uM; 3616 +/- 72 uM; 1206 +/- 24 uM; 1274 +/- 64 uM; 2210 +/- 210 uM
YMDB00218,"6-Phosphogluconic acid",CHEBI:48928,C00345,200,300,100,200 +/- 100 uM
YMDB00220,"Thiamine",CHEBI:18385,C00378,0.0965,0.188,0.005,0.188 +/- 0.0 uM; 0.005 +/- 0.0 uM
YMDB00224,"Nicotinic acid",CHEBI:15940,C00253,967.666666666667,2843,18,2843 +/- 0 uM; 42 +/- 2 uM; 18 +/- 0 uM
YMDB00226,"L-Asparagine",CHEBI:17196,C00152,623.5,936,406,427 +/- 21 uM; 820 +/- 116 uM
YMDB00227,"Choline",CHEBI:15354,C00114,758.5,970,547,970 +/- 0 uM; 547 +/- 0 uM
YMDB00231,"Spermine",CHEBI:15746,C00750,223,234,212,223 +/- 11 uM
YMDB00232,"Spermidine",CHEBI:16610,C00315,1339,1406,1272,1339 +/- 67 uM
YMDB00235,"Oxalacetic acid",CHEBI:30744,C00036,25,50,0,25 +/- 25 uM
YMDB00247,"L-Lactic acid",CHEBI:422,C00186,533,577,489,533 +/- 44 uM
YMDB00259,"LPA(16:0/0:0)",CHEBI:15799,C00416,42625,54650,23800,32500 +/- 8700 umol/L; 52750 +/- 1900 umol/L
YMDB00270,"Glyceric acid 1,3-biphosphate",,C00236,65,100,30,100 +/- 0 uM; 30 +/- 0 uM
YMDB00271,"L-Glutamic acid",CHEBI:16015,C00025,38754.5454545455,88965,11955,36180 +/- 724 uM; 45939 +/- 919 uM; 12199 +/- 244 uM; 30812 +/- 616 uM; 21053 +/- 421 uM; 47473 +/- 949 uM; 14848 +/- 297 uM; 56326 +/- 1126 uM; 81470 +/- 7495 uM; 42500 +/- 7500 uM; 37500 +/- 12500 uM
YMDB00276,"Phosphoenolpyruvic acid",CHEBI:44897,C00074,15,30,0,15 +/- 15 uM; 15 +/- 15 uM
YMDB00280,"(S)-Malic acid",CHEBI:30797,C00149,2515,2641,2389,2515 +/- 126 uM
YMDB00283,"Glycerol",CHEBI:17754,C00116,2250,4000,500,2250 +/- 1750 uM
YMDB00286,"D-Glucose",CHEBI:17634,C00031,1707.33333333333,2228,1000,1500 +/- 100 uM; 2122 +/- 106 uM; 1500 +/- 500 uM
YMDB00288,"Glucose 1-phosphate",CHEBI:16077,C00103,100,100,100,100 +/- 0 uM
YMDB00304,"L-Phenylalanine",CHEBI:17295,C00079,1257.2,3103,182,1428 +/- 29 uM; 1180 +/- 23 uM; 311 +/- 6 uM; 186 +/- 4 uM; 683 +/- 14 uM; 2794 +/- 56 uM; 993 +/- 20 uM; 3042 +/- 61 uM; 1415 +/- 71 uM; 540 +/- 64 uM
YMDB00318,"L-Methionine",CHEBI:16643,C00073,219.6,622,68,344 +/- 7 uM; 344 +/- 7 uM; 69 +/- 1 uM; 69 +/- 1 uM; 275 +/- 5 uM; 137 +/- 3 uM; 69 +/- 1 uM; 137 +/- 3 uM; 592 +/- 30 uM; 160 +/- 34 uM
YMDB00322,"Dihydroxyacetone phosphate",CHEBI:16108,C00111,303.333333333333,530,110,330 +/- 10 uM; 120 +/- 10 uM; 460 +/- 70 uM
YMDB00330,"L-Lysine",CHEBI:18019,C00047,976.1,3801,275,702 +/- 14 uM; 561 +/- 11 uM; 351 +/- 7 uM; 421 +/- 8 uM; 351 +/- 7 uM; 842 +/- 17 uM; 281 +/- 6 uM; 772 +/- 15 uM; 3620 +/- 181 uM; 1860 +/- 683 uM
YMDB00338,"Succinic acid",CHEBI:15741,C00042,600,630,570,600 +/- 30 uM
YMDB00353,"Ornithine",CHEBI:15729,C01602,75826.4,330000,125,132 +/- 7 uM; 7000 +/- 0 uM; 20000 +/- 0 uM; 330000 +/- 0 uM; 22000 +/- 0 uM
YMDB00358,"Calcium(2+)",CHEBI:29108,C00076,0.14,0.18,0.1,0.14 +/- 0.04 uM
YMDB00364,"L-Tyrosine",CHEBI:17895,C00082,1030.4,4099,167,283 +/- 6 uM; 170 +/- 3 uM; 340 +/- 7 uM; 453 +/- 9 uM; 1019 +/- 21 uM; 4019 +/- 80 uM; 283 +/- 6 uM; 2604 +/- 52 uM; 883 +/- 44 uM; 250 +/- 33 uM
YMDB00369,"L-Histidine",CHEBI:15971,C00135,5066.2,9170,729,8990 +/- 180 uM; 8924 +/- 178 uM; 4098 +/- 82 uM; 4098 +/- 82 uM; 5883 +/- 118 uM; 6280 +/- 126 uM; 4694 +/- 94 uM; 4958 +/- 99 uM; 767 +/- 38 uM; 1970 +/- 152 uM
YMDB00375,"L-Kynurenine",CHEBI:16946,C00328,16,17,15,16 +/- 1 uM
YMDB00378,"L-Proline",CHEBI:17203,C00148,1075,1129,1021,1075 +/- 54 uM
YMDB00379,"Iron(2+)",CHEBI:29033,C14818,43,82,3,4 +/- 1 uM; 82 +/- 0 uM
YMDB00385,"Formic acid",CHEBI:30751,C00058,14745,15482,14008,14745 +/- 737 uM
YMDB00387,"L-Leucine",CHEBI:15603,C00123,1265.3,3022,230,1486 +/- 30 uM; 626 +/- 12 uM; 391 +/- 8 uM; 235 +/- 5 uM; 782 +/- 16 uM; 2658 +/- 53 uM; 547 +/- 11 uM; 2580 +/- 52 uM; 2878 +/- 144 uM; 470 +/- 174 uM
YMDB00415,"UDP-D-glucose",CHEBI:18066,C00029,225,300,150,150 +/- 0 uM; 300 +/- 0 uM
YMDB00426,"NADPH",CHEBI:16474,C00005,100,150,50,100 +/- 0 uM; 100 +/- 50 uM
YMDB00427,"NADP",CHEBI:18009,C00006,205,630,20,325 +/- 305 uM; 85 +/- 65 uM
YMDB00441,"2-hydroxybutyric acid",CHEBI:1148,C05984,1725,1811,1639,1725 +/- 86 uM
YMDB00534,"Riboflavin",CHEBI:17015,C00255,1,1,1,1 +/- 0 uM; 1 +/- 0 uM
YMDB00592,"L-Arginine",CHEBI:16467,C00062,38435.2666666667,190000,0,16662 +/- 333 uM; 4180 +/- 84 uM; 8773 +/- 175 uM; 3650 +/- 73 uM; 10951 +/- 219 uM; 2355 +/- 47 uM; 5475 +/- 109 uM; 2708 +/- 54 uM; 7005 +/- 350 uM; 6020 +/- 433 uM; 18000 +/- 0 uM; 190000 +/- 0 uM; 750 +/- 750 uM; 190000 +/- 0 uM; 110000 +/- 0 uM
YMDB00658,"dCTP",CHEBI:16311,C00458,18,18,18,18 +/- 0 uM
YMDB00700,"dATP",CHEBI:16284,C00131,44,44,44,44 +/- 0 uM
YMDB00744,"dGTP",CHEBI:16497,C00286,15,15,15,15 +/- 0 uM
YMDB00745,"dTTP",CHEBI:18077,C00459,70,70,70,70 +/- 0 uM
YMDB00756,"3-phospho-D-glyceric acid",CHEBI:17794,C00197,375,730,110,120 +/- 10 uM; 630 +/- 100 uM
YMDB00782,"potassium atom",CHEBI:26216,,7209,7225,7193,7209 +/- 11 uM; 7209 +/- 16 uM
YMDB00796,"(R)-pantolactone",CHEBI:16719,C01012,61,69,53,61 +/- 8 uM
YMDB00830,"D-mannitol",CHEBI:16899,C00392,1020,1071,969,1020 +/- 51 uM
YMDB00883,"Ethanol",CHEBI:16236,C00469,579221.25,1697711,1734,325823 +/- 68594 uM; 583052 +/- 120040 uM; 1406185 +/- 291526 uM; 1825 +/- 91 uM
YMDB00896,"L-Aspartic acid",CHEBI:17053,C00049,3178.58333333333,13000,528,2096 +/- 42 uM; 2096 +/- 42 uM; 621 +/- 12 uM; 1164 +/- 23 uM; 539 +/- 11 uM; 2466 +/- 49 uM; 694 +/- 14 uM; 3313 +/- 66 uM; 1034 +/- 52 uM; 8120 +/- 2006 uM; 8000 +/- 5000 uM; 8000 +/- 5000 uM
YMDB00907,"phosphate",CHEBI:18367,C00009,19750,27000,11000,22000 +/- 1000 uM; 19000 +/- 1000 uM; 23000 +/- 4000 uM; 15000 +/- 4000 uM
YMDB00914,"ADP",CHEBI:16761,C00008,750,2200,300,420 +/- 110 uM; 1400 +/- 800 uM; 950 +/- 350 uM; 320 +/- 20 uM; 530 +/- 100 uM; 530 +/- 140 uM; 1100 +/- 300 uM
YMDB00947,"Glucose 6-phosphate",CHEBI:4170,C00668,1322,2500,210,2050 +/- 110 uM; 2300 +/- 200 uM; 560 +/- 80 uM; 340 +/- 130 uM; 1360 +/- 600 uM
YMDB01107,"Cer 18:0;3/24:0;1",,,3500,8300,-1300,3500 +/- 4800 umol/L
YMDB01108,"Cer 18:0;3/26:0;0",CHEBI:52980,,6750,6900,6600,6750 +/- 150 umol/L
YMDB01109,"Cer 18:0;3/26:0;1",,,69250,97800,41825,45000 +/- 3175 umol/L; 93500 +/- 4300 umol/L
YMDB01110,"Cer 20:0;3/26:0;1",,,14750,26525,2975,14750 +/- 11775 umol/L
YMDB01122,"DG(12:0/16:0/0:0)",,C00165,37875,68875,4750,68250 +/- 625 umol/L; 7500 +/- 2750 umol/L
YMDB01123,"DG(12:0/16:1(9Z)/0:0)",,C00165,23500,24000,23000,23500 +/- 500 umol/L
YMDB01124,"DG(14:0/16:0/0:0)",,C00165,6000,11725,2375,8750 +/- 2975 umol/L; 3250 +/- 875 umol/L
YMDB01125,"DG(14:0/16:1(9Z)/0:0)",,C00165,89000,96575,81425,89000 +/- 7575 umol/L
YMDB01127,"DG(16:0/16:0/0:0)",CHEBI:18035,C00165,12500,12550,12450,12500 +/- 50 umol/L
YMDB01128,"DG(16:0/16:1(9Z)/0:0)",CHEBI:18035,C00165,423125,526850,343950,492250 +/- 34600 umol/L; 354000 +/- 10050 umol/L
YMDB01129,"DG(16:0/18:1(9Z)/0:0)",CHEBI:18035,C00165,502625,585800,423600,447000 +/- 23400 umol/L; 558250 +/- 27550 umol/L
YMDB01132,"DG(18:0/18:1(9Z)/0:0)",CHEBI:18035,C00165,126750,176550,86125,99500 +/- 13375 umol/L; 154000 +/- 22550 umol/L
YMDB01144,"IPC 18:0;3/24:0;1",,,47125,63775,28000,60250 +/- 3525 umol/L; 34000 +/- 6000 umol/L
YMDB01146,"IPC 18:0;3/26:0;0",,,45375,64775,30400,30750 +/- 350 umol/L; 60000 +/- 4775 umol/L
YMDB01147,"IPC 18:0;3/26:0;1",,,569000,792575,399825,412000 +/- 12175 umol/L; 726000 +/- 66575 umol/L
YMDB01148,"IPC 18:0;3/26:0;2",,,169125,314325,55850,56750 +/- 900 umol/L; 281500 +/- 32825 umol/L
YMDB01151,"IPC 20:0;3/26:0;0",,,28500,33975,23025,28500 +/- 5475 umol/L
YMDB01153,"IPC 20:0;3/26:0;2",,,7000,10175,3825,7000 +/- 3175 umol/L
YMDB01155,"PA(12:0/16:0)",,,74500,77725,68775,73250 +/- 4475 umol/L; 75750 +/- 175 umol/L
YMDB01156,"PA(12:0/16:1(9Z))",,,89750,159650,35100,143500 +/- 16150 umol/L; 36000 +/- 900 umol/L
YMDB01158,"PA(14:0/16:1(9Z))",,,100750,162325,47250,152250 +/- 10075 umol/L; 49250 +/- 2000 umol/L
YMDB01159,"PA(14:1(9Z)/16:0)",,,20750,36600,-2550,35000 +/- 1600 umol/L; 6500 +/- 9050 umol/L
YMDB01161,"PA(16:0/16:0)",CHEBI:73246,C00416,99500,101250,97750,99500 +/- 1750 umol/L
YMDB01162,"PA(16:0/16:1(9Z))",,,772500,851900,726675,753250 +/- 26575 umol/L; 791750 +/- 60150 umol/L
YMDB01163,"PA(16:0/18:1(9Z))",CHEBI:16337,C00416,603125,768600,442850,491500 +/- 48650 umol/L; 714750 +/- 53850 umol/L
YMDB01167,"PA(18:0/16:1(9Z))",CHEBI:75073,,56375,70150,47500,60250 +/- 9900 umol/L; 52500 +/- 5000 umol/L
YMDB01168,"PA(18:0/18:1(9Z))",CHEBI:74847,,53625,78075,29375,36750 +/- 7375 umol/L; 70500 +/- 7575 umol/L
YMDB01171,"PC(10:0/16:0)",,,39500,63000,23500,24750 +/- 1250 umol/L; 54250 +/- 8750 umol/L
YMDB01172,"PC(10:0/16:1(9Z))",,,111750,157475,76200,139750 +/- 17725 umol/L; 83750 +/- 7550 umol/L
YMDB01173,"PC(12:0/16:0)",CHEBI:75017,,97625,157350,43500,46000 +/- 2500 umol/L; 149250 +/- 8100 umol/L
YMDB01174,"PC(12:0/16:1(9Z))",,,150250.017333333,247025,0.0494,0.052 +/- 0.0026 uM; 245250 +/- 1775 umol/L; 205500 +/- 10600 umol/L
YMDB01176,"PC(14:0/16:0)",CHEBI:18303,C00157,52125,93675,7225,19000 +/- 11775 umol/L; 85250 +/- 8425 umol/L
YMDB01177,"PC(14:0/16:1(9Z))",CHEBI:18303,C00157,289500,330375,253500,322250 +/- 8125 umol/L; 256750 +/- 3250 umol/L
YMDB01178,"PC(14:1(9Z)/16:1(9Z))",CHEBI:18303,C00157,65916.6726666667,176725,0.0171,0.018 +/- 0.0009 uM; 175250 +/- 1475 umol/L; 22500 +/- 425 umol/L
YMDB01179,"PC(16:0/0:0)",CHEBI:17504,C04230,0.508,0.5334,0.4826,0.508 +/- 0.0254 uM
YMDB01180,"PC(16:0/16:0)",CHEBI:16110,C00157,24416.689,64900,0.06365,0.067 +/- 0.00335 uM; 28000 +/- 3850 umol/L; 45250 +/- 19650 umol/L
YMDB01181,"PC(16:0/16:1(9Z))",CHEBI:18303,C00157,1006083.366,2109425,0.0931,0.098 +/- 0.0049 uM; 922500 +/- 77375 umol/L; 2095750 +/- 13675 umol/L
YMDB01183,"PC(16:0/18:1(9Z))",CHEBI:18303,C00157,634750.333333333,1561975,1,1 +/- 0 uM; 346750 +/- 32150 umol/L; 1557500 +/- 4475 umol/L
YMDB01184,"PC(16:1(9Z)/0:0)",CHEBI:73851,C04230,0.443,0.46515,0.42085,0.443 +/- 0.02215 uM
YMDB01186,"PC(16:1(9Z)/18:1(9Z))",CHEBI:18303,C00157,3,3,3,3 +/- 0 uM
YMDB01187,"PC(18:0/0:0)",CHEBI:17504,C04230,0.135,0.14175,0.12825,0.135 +/- 0.00675 uM
YMDB01188,"PC(18:0/18:0)",CHEBI:18303,C00157,23375,27650,19725,22250 +/- 2525 umol/L; 24500 +/- 3150 umol/L
YMDB01189,"PC(18:0/18:1(9Z))",CHEBI:18303,C00157,120833.587333333,327175,0.7239,0.762 +/- 0.0381 uM; 37250 +/- 9675 umol/L; 325250 +/- 1925 umol/L
YMDB01190,"PC(18:1(9Z)/0:0)",CHEBI:17504,C04230,0.132,0.1386,0.1254,0.132 +/- 0.0066 uM; 0.132 +/- 0.0066 uM
YMDB01191,"PC(18:1(9Z)/18:1(9Z))",CHEBI:16110,C00157,0.755,0.79275,0.71725,0.755 +/- 0.03775 uM
YMDB01192,"PE(12:0/16:0)",,,32500,38500,26500,32500 +/- 6000 umol/L
YMDB01193,"PE(12:0/16:1(9Z))",,,197750,394850,-16950,354500 +/- 40350 umol/L; 41000 +/- 57950 umol/L
YMDB01195,"PE(14:0/16:1(9Z))",CHEBI:16038,C00350,185250,186625,183875,185250 +/- 1375 umol/L
YMDB01196,"PE(14:1(9Z)/16:0)",CHEBI:16038,C00350,30250,33875,26625,30250 +/- 3625 umol/L
YMDB01199,"PE(16:0/16:1(9Z))",CHEBI:16038,C00350,415250,476325,322250,472000 +/- 4325 umol/L; 358500 +/- 36250 umol/L
YMDB01200,"PE(16:0/18:1(9Z))",CHEBI:16038,C00350,233625,306525,93925,282500 +/- 24025 umol/L; 184750 +/- 90825 umol/L
YMDB01203,"PE(16:1(9Z)/18:1(9Z))",CHEBI:16038,C00350,3005750,4005950,1777875,3758500 +/- 247450 umol/L; 2253000 +/- 475125 umol/L
YMDB01209,"PG(16:0/16:1(9Z))",,,10000,16975,-2975,13000 +/- 1025 umol/L; 7000 +/- 9975 umol/L
YMDB01210,"PG(16:0/18:1(9Z))",CHEBI:73234,,5750,13875,-2375,5750 +/- 8125 umol/L
YMDB01211,"PG(16:1(9Z)/16:1(9Z))",,,14250,18550,9950,14250 +/- 4300 umol/L
YMDB01215,"PI(10:0/16:0)",,,445875,609775,277175,590500 +/- 19275 umol/L; 301250 +/- 24075 umol/L
YMDB01216,"PI(10:0/16:1(9Z))",,,66000,68975,63025,66000 +/- 2975 umol/L
YMDB01217,"PI(10:0/18:0)",,,103250,155500,49975,147000 +/- 8500 umol/L; 59500 +/- 9525 umol/L
YMDB01219,"PI(12:0/14:0)",,,66250,69400,63100,66250 +/- 3150 umol/L
YMDB01220,"PI(12:0/16:0)",,,814500,1096625,544650,1046000 +/- 50625 umol/L; 583000 +/- 38350 umol/L
YMDB01221,"PI(12:0/16:1(9Z))",,,98750,166325,39175,154000 +/- 12325 umol/L; 43500 +/- 4325 umol/L
YMDB01222,"PI(12:0/18:0)",,,163750,226775,115025,208500 +/- 18275 umol/L; 119000 +/- 3975 umol/L
YMDB01224,"PI(14:0/14:0)",,,14750,16300,13200,14750 +/- 1550 umol/L
YMDB01225,"PI(14:0/14:1(9Z))",,,17250,20725,13775,17250 +/- 3475 umol/L
YMDB01226,"PI(14:0/16:0)",,,196875,268700,135700,136750 +/- 1050 umol/L; 257000 +/- 11700 umol/L
YMDB01227,"PI(14:0/16:1(9Z))",,,200875,310125,83225,306500 +/- 3625 umol/L; 95250 +/- 12025 umol/L
YMDB01228,"PI(14:0/18:1(9Z))",,,125375,176650,73400,171000 +/- 5650 umol/L; 79750 +/- 6350 umol/L
YMDB01230,"PI(14:1(9Z)/16:0)",,,199375,348150,54100,341500 +/- 6650 umol/L; 57250 +/- 3150 umol/L
YMDB01231,"PI(14:1(9Z)/16:1(9Z))",,,42000,45350,38650,42000 +/- 3350 umol/L
YMDB01232,"PI(14:1(9Z)/18:0)",,,42375,87625,-2550,78250 +/- 9375 umol/L; 6500 +/- 9050 umol/L
YMDB01234,"PI(16:0/16:0)",,C00626,204250,378000,47425,51000 +/- 3575 umol/L; 357500 +/- 20500 umol/L
YMDB01235,"PI(16:0/16:1(9Z))",CHEBI:88396,C00626,4745000,5958925,3787500,3813500 +/- 26000 umol/L; 5676500 +/- 282425 umol/L
YMDB01236,"PI(16:0/18:1(9Z))",,C00626,4807500,7446250,2486225,2602000 +/- 115775 umol/L; 7013000 +/- 433250 umol/L
YMDB01238,"PI(16:1(9Z)/16:1(9Z))",,C00626,727500,773450,654550,741000 +/- 16350 umol/L; 714000 +/- 59450 umol/L
YMDB01239,"PI(16:1(9Z)/18:1(9Z))",CHEBI:88562,C00626,742750,995650,505050,538250 +/- 33200 umol/L; 947250 +/- 48400 umol/L
YMDB01241,"PI(18:0/16:1(9Z))",CHEBI:88557,C00626,1513375,1738675,1259800,1333500 +/- 73700 umol/L; 1693250 +/- 45425 umol/L
YMDB01242,"PI(18:0/18:1(9Z))",,,1104000,1562950,592500,646000 +/- 53500 umol/L; 1562000 +/- 950 umol/L
YMDB01244,"PI(18:1(9Z)/18:1(9Z))",CHEBI:88612,C00626,67375,87125,36075,48500 +/- 12425 umol/L; 86250 +/- 875 umol/L
YMDB01246,"PS(12:0/16:0)",,,3250,8000,-1500,3250 +/- 4750 umol/L
YMDB01247,"PS(12:0/16:1(9Z))",,,14125,21725,-3725,19250 +/- 1250 umol/L; 9000 +/- 12725 umol/L
YMDB01248,"PS(14:0/16:1(9Z))",,,5500,13275,-2275,5500 +/- 7775 umol/L
YMDB01251,"PS(16:0/16:0)",CHEBI:11750,C02737,8375,15425,2300,3000 +/- 700 umol/L; 13750 +/- 1675 umol/L
YMDB01252,"PS(16:0/16:1(9Z))",CHEBI:89824,,182875,213175,127650,159750 +/- 32100 umol/L; 206000 +/- 7175 umol/L
YMDB01253,"PS(16:0/18:1(9Z))",CHEBI:34086,,205500,250175,150475,163250 +/- 12775 umol/L; 247750 +/- 2425 umol/L
YMDB01260,"TG(12:0/12:0/18:1(9Z))",,,4750,5250,4250,4750 +/- 500 umol/L
YMDB01261,"TG(12:0/14:0/16:0)",,,48000,48100,47900,48000 +/- 100 umol/L
YMDB01262,"TG(12:0/14:0/16:1(9Z))",,,86000,94725,77275,86000 +/- 8725 umol/L
YMDB01263,"TG(12:0/14:1(9Z)/16:1(9Z))",,,19750,25925,13575,19750 +/- 6175 umol/L
YMDB01264,"TG(12:0/14:1(9Z)/22:0)",,,2500,2525,2475,2500 +/- 25 umol/L
YMDB01265,"TG(12:0/16:0/16:0)",,,32375,62875,-775,62750 +/- 125 umol/L; 2000 +/- 2775 umol/L
YMDB01266,"TG(12:0/16:0/16:1(9Z))",,,137500,139100,135900,137500 +/- 1600 umol/L
YMDB01267,"TG(12:0/16:0/18:1(9Z))",,,25250,26575,23925,25250 +/- 1325 umol/L
YMDB01268,"TG(12:0/16:1(9Z)/16:1(9Z))",,,70000,71100,68900,70000 +/- 1100 umol/L
YMDB01269,"TG(12:0/16:1(9Z)/18:1(9Z))",,,19750,20225,19275,19750 +/- 475 umol/L
YMDB01271,"TG(14:0/16:0/16:0)",,,9500,12450,6550,9500 +/- 2950 umol/L
YMDB01272,"TG(14:0/16:0/16:1(9Z))",,,55875,113100,4075,107500 +/- 5600 umol/L; 4250 +/- 175 umol/L
YMDB01273,"TG(14:0/16:0/18:1(9Z))",CHEBI:108918,,17125,27750,5975,27500 +/- 250 umol/L; 6750 +/- 775 umol/L
